PERIODO;MES;CODIGO_ESTABLECIMIENTO;ESTABLECIMIENTO;AREA_FUNCIONAL;INDICE_OCUPACIONAL_PREDICHO;VALOR_REAL
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Medios;81.34;88.0
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Medios;83.84;83.71
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Medios;81.58;86.18
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Medios;86.48;88.27
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Medios;89.0;92.21
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Medios;92.08;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Medios;91.18;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Medios;90.04;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Medios;89.27;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Medios;87.06;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Medios;88.42;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Medios;81.47;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Básicos;66.49;74.44
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Básicos;73.6;54.12
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Básicos;61.55;76.67
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Básicos;70.42;0.0
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Básicos;9.33;0.0
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Básicos;5.94;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Básicos;13.93;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Básicos;10.3;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Básicos;22.69;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Básicos;23.12;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Básicos;31.84;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Básicos;24.47;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Medios;53.97;48.74
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Medios;53.37;35.0
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Medios;43.44;48.63
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Medios;42.23;54.53
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Medios;57.27;50.55
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Medios;57.28;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Medios;56.92;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Medios;57.54;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Medios;52.36;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Medios;52.54;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Medios;53.64;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Pediátrica Cuidados Medios;50.29;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Básicos;78.94;84.76
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Básicos;83.28;79.5
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Básicos;78.68;89.75
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Básicos;83.28;90.77
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Básicos;86.54;88.86
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Básicos;89.55;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Básicos;94.25;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Básicos;90.62;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Básicos;87.4;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Básicos;89.63;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Básicos;87.89;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Básicos;83.0;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Medios;81.15;90.18
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Medios;86.39;87.63
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Medios;89.1;88.89
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Medios;86.13;91.31
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Medios;91.04;92.58
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Medios;94.66;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Medios;93.59;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Medios;92.56;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Medios;90.72;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Medios;89.76;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Medios;88.5;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Cuidados Medios;84.58;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;46.78;73.7
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;63.52;48.73
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;60.11;59.25
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;56.89;45.02
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;54.46;53.55
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;55.85;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;57.77;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;61.89;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;62.85;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;67.33;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;63.33;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;53.92;
2026;1;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Medios;75.07;84.24
2026;2;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Medios;81.43;68.16
2026;3;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Medios;76.01;81.5
2026;4;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Medios;77.7;75.26
2026;5;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Medios;75.77;78.9
2026;6;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Medios;81.59;
2026;7;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Medios;79.49;
2026;8;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Medios;79.84;
2026;9;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Medios;78.91;
2026;10;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Medios;78.69;
2026;11;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Medios;76.3;
2026;12;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Médico-Quirúrgico Pediátrica Cuidados Medios;74.44;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Básicos;75.73;78.76
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Básicos;79.27;60.12
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Básicos;66.32;74.73
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Básicos;71.31;75.56
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Básicos;71.04;83.87
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Básicos;81.21;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Básicos;78.94;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Básicos;78.39;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Básicos;63.75;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Básicos;67.81;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Básicos;66.01;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Básicos;64.7;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intensivos;75.66;87.34
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intensivos;79.86;83.24
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intensivos;81.99;70.47
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intensivos;70.74;68.97
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intensivos;72.64;77.17
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intensivos;73.59;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intensivos;75.43;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intensivos;72.37;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intensivos;76.78;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intensivos;76.34;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intensivos;77.77;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intensivos;79.27;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intermedios;81.74;83.87
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intermedios;83.98;78.41
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intermedios;74.85;88.71
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intermedios;81.35;85.45
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intermedios;84.84;85.63
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intermedios;86.57;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intermedios;85.51;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intermedios;80.88;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intermedios;75.62;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intermedios;78.76;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intermedios;78.33;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Neonatología Cuidados Intermedios;76.68;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Obstetricia;71.23;71.69
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Obstetricia;70.75;78.52
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Obstetricia;77.11;81.56
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Obstetricia;76.34;65.47
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Obstetricia;72.78;72.24
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Obstetricia;68.51;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Obstetricia;68.83;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Obstetricia;67.02;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Obstetricia;69.38;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Obstetricia;71.2;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Obstetricia;69.23;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Obstetricia;67.84;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Adulto Corta estadía;79.97;82.53
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Adulto Corta estadía;85.17;94.73
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Adulto Corta estadía;88.48;92.63
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Adulto Corta estadía;91.52;89.92
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Adulto Corta estadía;86.73;86.83
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Adulto Corta estadía;86.91;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Adulto Corta estadía;86.53;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Adulto Corta estadía;84.91;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Adulto Corta estadía;83.07;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Adulto Corta estadía;84.33;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Adulto Corta estadía;84.96;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Adulto Corta estadía;81.69;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Adulto tratamiento;96.73;98.39
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Adulto tratamiento;98.65;100.0
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Adulto tratamiento;96.15;97.49
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Adulto tratamiento;98.03;100.0
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Adulto tratamiento;97.68;98.57
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Adulto tratamiento;97.84;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Adulto tratamiento;98.53;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Adulto tratamiento;97.0;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Adulto tratamiento;96.84;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Adulto tratamiento;96.88;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Adulto tratamiento;94.77;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Adulto tratamiento;94.63;
2026;1;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Infanto Adolescente tratamiento;38.64;32.26
2026;2;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Infanto Adolescente tratamiento;38.96;46.43
2026;3;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Infanto Adolescente tratamiento;37.9;64.52
2026;4;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Infanto Adolescente tratamiento;56.74;60.67
2026;5;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Infanto Adolescente tratamiento;58.55;71.61
2026;6;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Infanto Adolescente tratamiento;62.76;
2026;7;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Infanto Adolescente tratamiento;59.64;
2026;8;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Infanto Adolescente tratamiento;64.61;
2026;9;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Infanto Adolescente tratamiento;64.97;
2026;10;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Infanto Adolescente tratamiento;58.69;
2026;11;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Infanto Adolescente tratamiento;63.51;
2026;12;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Área Psiquiatría Forense Infanto Adolescente tratamiento;56.21;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Infanto-adolescente corta estadía;63.89;74.22
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Infanto-adolescente corta estadía;76.43;72.86
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Infanto-adolescente corta estadía;74.66;75.4
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Infanto-adolescente corta estadía;81.04;88.75
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Infanto-adolescente corta estadía;90.9;81.65
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Infanto-adolescente corta estadía;83.31;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Infanto-adolescente corta estadía;80.31;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Infanto-adolescente corta estadía;80.11;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Infanto-adolescente corta estadía;76.11;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Infanto-adolescente corta estadía;73.62;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Infanto-adolescente corta estadía;75.91;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Psiquiatría Infanto-adolescente corta estadía;68.66;
2026;1;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Adultos;80.67;86.63
2026;2;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Adultos;87.23;84.76
2026;3;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Adultos;84.28;79.24
2026;4;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Adultos;79.34;84.16
2026;5;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Adultos;81.45;89.26
2026;6;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Adultos;85.56;
2026;7;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Adultos;86.43;
2026;8;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Adultos;81.3;
2026;9;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Adultos;81.64;
2026;10;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Adultos;79.83;
2026;11;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Adultos;80.62;
2026;12;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Adultos;78.62;
2026;1;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Pediátricos;50.39;44.97
2026;2;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Pediátricos;47.71;53.57
2026;3;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Pediátricos;59.99;42.25
2026;4;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Pediátricos;53.21;43.09
2026;5;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Pediátricos;54.87;39.25
2026;6;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Pediátricos;42.43;
2026;7;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Pediátricos;58.03;
2026;8;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Pediátricos;53.84;
2026;9;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Pediátricos;57.05;
2026;10;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Pediátricos;55.33;
2026;11;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Pediátricos;54.59;
2026;12;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intensivos Pediátricos;54.85;
2026;1;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intermedios Adultos;90.01;90.56
2026;2;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intermedios Adultos;89.31;88.42
2026;3;120101;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles);Área Cuidados Intermedios Adultos;87.96;90.15
