PERIODO;MES;CODIGO_ESTABLECIMIENTO;ESTABLECIMIENTO;AREA_FUNCIONAL;INDICE_OCUPACIONAL_PREDICHO;VALOR_REAL
2026;7;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Básicos;67.16;
2026;8;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Básicos;68.51;
2026;9;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Básicos;65.41;
2026;10;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Básicos;62.35;
2026;11;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Básicos;56.85;
2026;12;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Básicos;48.16;
2026;1;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Medios;77.6;48.51
2026;2;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Medios;60.05;53.57
2026;3;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Medios;60.29;79.8
2026;4;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Medios;76.01;72.8
2026;5;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Medios;77.0;79.97
2026;6;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Medios;82.1;
2026;7;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Medios;83.76;
2026;8;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Medios;86.2;
2026;9;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Medios;83.85;
2026;10;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Medios;84.01;
2026;11;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Medios;83.1;
2026;12;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médica Pediátrica Cuidados Medios;79.6;
2026;1;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Básicos;87.03;87.26
2026;2;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Básicos;86.36;92.18
2026;3;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Básicos;89.05;91.7
2026;4;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Básicos;90.88;91.33
2026;5;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Básicos;90.78;93.19
2026;6;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Básicos;91.8;
2026;7;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Básicos;91.92;
2026;8;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Básicos;91.87;
2026;9;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Básicos;89.48;
2026;10;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Básicos;89.78;
2026;11;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Básicos;89.99;
2026;12;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Básicos;84.52;
2026;1;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Medios;88.18;86.74
2026;2;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Medios;84.75;88.15
2026;3;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Medios;87.62;92.02
2026;4;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Medios;90.72;92.78
2026;5;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Medios;93.39;91.74
2026;6;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Medios;90.98;
2026;7;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Medios;91.52;
2026;8;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Medios;90.32;
2026;9;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Medios;88.67;
2026;10;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Medios;88.88;
2026;11;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Medios;88.23;
2026;12;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Cuidados Medios;85.83;
2026;1;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;17.06;9.33
2026;2;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;15.01;8.11
2026;3;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;17.41;9.35
2026;4;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;16.62;13.84
2026;5;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;33.97;13.41
2026;6;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;17.53;
2026;7;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;24.97;
2026;8;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;31.88;
2026;9;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;24.02;
2026;10;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;23.93;
2026;11;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;24.4;
2026;12;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Básicos;17.24;
2026;1;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Medios;87.8;77.27
2026;2;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Medios;80.46;97.09
2026;3;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Medios;89.88;97.14
2026;4;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Medios;92.06;100.0
2026;5;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Medios;93.93;97.6
2026;6;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Medios;96.12;
2026;7;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Medios;92.63;
2026;8;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Medios;93.29;
2026;9;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Medios;95.23;
2026;10;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Medios;91.72;
2026;11;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Medios;91.5;
2026;12;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Médico-Quirúrgico Pediátrica Cuidados Medios;89.56;
2026;1;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Básicos;25.6;43.23
2026;2;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Básicos;40.81;34.2
2026;3;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Básicos;43.03;33.92
2026;4;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Básicos;35.1;37.08
2026;5;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Básicos;39.24;37.6
2026;6;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Básicos;48.86;
2026;7;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Básicos;50.84;
2026;8;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Básicos;47.65;
2026;9;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Básicos;54.21;
2026;10;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Básicos;56.01;
2026;11;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Básicos;48.09;
2026;12;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Básicos;47.54;
2026;1;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intensivos;93.25;92.11
2026;2;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intensivos;89.41;99.72
2026;3;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intensivos;95.57;99.54
2026;4;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intensivos;96.51;97.95
2026;5;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intensivos;96.12;99.76
2026;6;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intensivos;96.82;
2026;7;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intensivos;95.89;
2026;8;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intensivos;93.41;
2026;9;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intensivos;92.76;
2026;10;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intensivos;93.77;
2026;11;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intensivos;92.82;
2026;12;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intensivos;90.89;
2026;1;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intermedios;77.95;84.61
2026;2;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intermedios;75.91;84.77
2026;3;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intermedios;82.25;87.26
2026;4;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intermedios;78.88;79.25
2026;5;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intermedios;80.96;91.62
2026;6;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intermedios;84.78;
2026;7;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intermedios;83.38;
2026;8;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intermedios;84.09;
2026;9;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intermedios;83.6;
2026;10;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intermedios;79.98;
2026;11;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intermedios;78.34;
2026;12;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Neonatología Cuidados Intermedios;76.32;
2026;1;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Obstetricia;77.95;73.37
2026;2;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Obstetricia;72.15;71.32
2026;3;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Obstetricia;74.78;75.1
2026;4;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Obstetricia;72.12;76.1
2026;5;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Obstetricia;70.82;72.84
2026;6;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Obstetricia;73.31;
2026;7;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Obstetricia;74.44;
2026;8;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Obstetricia;73.45;
2026;9;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Obstetricia;71.54;
2026;10;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Obstetricia;72.54;
2026;11;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Obstetricia;71.63;
2026;12;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Obstetricia;71.39;
2026;1;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Pensionado;39.72;48.25
2026;2;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Pensionado;46.66;42.63
2026;3;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Pensionado;44.97;42.95
2026;4;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Pensionado;47.21;47.45
2026;5;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Pensionado;49.47;34.53
2026;6;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Pensionado;37.08;
2026;7;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Pensionado;36.79;
2026;8;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Pensionado;35.85;
2026;9;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Pensionado;34.84;
2026;10;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Pensionado;37.63;
2026;11;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Pensionado;36.96;
2026;12;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Pensionado;36.17;
2026;1;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Adulto Corta estadía;94.29;92.83
2026;2;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Adulto Corta estadía;92.37;95.09
2026;3;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Adulto Corta estadía;91.91;97.13
2026;4;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Adulto Corta estadía;94.0;98.64
2026;5;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Adulto Corta estadía;96.82;96.3
2026;6;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Adulto Corta estadía;93.68;
2026;7;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Adulto Corta estadía;95.17;
2026;8;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Adulto Corta estadía;95.0;
2026;9;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Adulto Corta estadía;97.47;
2026;10;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Adulto Corta estadía;95.52;
2026;11;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Adulto Corta estadía;95.76;
2026;12;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Adulto Corta estadía;94.73;
2026;1;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Infanto-adolescente corta estadía;91.34;94.62
2026;2;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Infanto-adolescente corta estadía;91.31;82.79
2026;3;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Infanto-adolescente corta estadía;88.01;95.43
2026;4;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Infanto-adolescente corta estadía;90.64;96.39
2026;5;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Infanto-adolescente corta estadía;89.97;98.39
2026;6;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Infanto-adolescente corta estadía;94.27;
2026;7;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Infanto-adolescente corta estadía;93.42;
2026;8;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Infanto-adolescente corta estadía;93.47;
2026;9;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Infanto-adolescente corta estadía;94.2;
2026;10;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Infanto-adolescente corta estadía;90.99;
2026;11;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Infanto-adolescente corta estadía;91.47;
2026;12;114101;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto);Área Psiquiatría Infanto-adolescente corta estadía;90.67;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Adultos;79.03;91.52
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Adultos;86.56;83.71
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Adultos;83.74;87.24
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Adultos;86.28;83.42
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Adultos;84.9;94.24
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Adultos;90.26;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Adultos;92.96;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Adultos;91.3;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Adultos;89.36;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Adultos;90.89;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Adultos;90.07;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Adultos;80.46;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Pediátricos;77.26;70.56
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Pediátricos;68.75;63.39
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Pediátricos;66.16;81.67
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Pediátricos;74.42;71.67
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Pediátricos;72.34;58.87
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Pediátricos;73.86;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Pediátricos;78.48;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Pediátricos;78.86;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Pediátricos;75.68;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Pediátricos;78.31;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Pediátricos;73.18;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intensivos Pediátricos;68.82;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Adultos;85.56;87.98
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Adultos;84.63;79.79
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Adultos;82.93;86.79
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Adultos;76.45;85.44
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Adultos;86.98;89.33
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Adultos;86.89;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Adultos;88.37;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Adultos;86.64;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Adultos;85.4;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Adultos;85.36;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Adultos;84.8;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Adultos;82.5;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Pediátricos;83.22;73.79
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Pediátricos;74.79;72.32
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Pediátricos;75.4;75.81
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Pediátricos;77.93;91.67
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Pediátricos;85.33;86.16
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Pediátricos;85.65;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Pediátricos;83.4;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Pediátricos;83.42;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Pediátricos;83.53;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Pediátricos;83.39;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Pediátricos;81.97;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Cuidados Intermedios Pediátricos;77.69;
2026;1;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Básicos;93.47;90.49
2026;2;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Básicos;91.05;87.33
2026;3;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Básicos;83.52;91.75
2026;4;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Básicos;91.36;87.9
2026;5;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Básicos;89.44;95.78
2026;6;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Básicos;92.88;
2026;7;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Básicos;93.91;
2026;8;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Básicos;94.46;
2026;9;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Básicos;90.78;
2026;10;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Básicos;91.68;
2026;11;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Básicos;92.34;
2026;12;118100;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción);Área Médica Adulto Cuidados Básicos;88.97;
